Price,Mileage(miles),Registration_Year,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class
2750,150662,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2495,149000,15,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
2240,55000,11,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
1950,116700,15,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 4
4000,95257,14,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
2999,106708,17,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 4
2100,90207,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2499,81585,16,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
1990,115000,16,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
4250,91500,10,Diesel,MPV,1.7,Automatic,5.0,5.0,Euro 5
4300,81426,11,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
5500,76221,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
2995,103000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
5500,65000,14,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5
2995,109886,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
8799,36000,9,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2440,113790,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6995,70752,15,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
5990,69000,12,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
2495,138000,17,Petrol,Hatchback,1.8,Manual,3.0,5.0,Euro 4
2395,79987,14,Petrol,Hatchback,1.2,Automatic,3.0,5.0,Euro 5
1750,130000,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
3949,95000,15,Petrol,Hatchback,1.4,Automatic,3.0,5.0,Euro 5
1795,70000,18,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 4
5999,82000,14,Petrol,Estate,1.8,Manual,5.0,5.0,Euro 5
4995,68157,15,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 4
13495,58383,9,Diesel,Hatchback,2.1,Automatic,5.0,5.0,Euro 6
2750,137000,18,Petrol,Hatchback,2.0,Manual,3.0,5.0,Euro 4
9820,31584,7,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 6
3250,128000,17,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 4
2495,90000,22,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 3
999,111400,18,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
7490,96000,9,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 6
3745,81000,13,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
1800,102000,15,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
12000,20413,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
3495,82000,18,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
6450,95000,18,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4
4000,89600,19,Petrol,Convertible,3.2,Automatic,2.0,4.0,Euro 4
2200,147601,20,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
5999,112000,21,Petrol,Coupe,3.0,Automatic,2.0,5.0,Euro 3
3495,85000,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
2395,96651,14,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 5
5950,105500,13,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 5
2495,42000,17,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4
3995,105202,19,Petrol,Coupe,3.0,Automatic,2.0,5.0,Euro 4
2145,57000,21,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
2500,33000,20,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
6699,81000,10,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2250,100000,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
14299,50000,10,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 6
19698,49068,6,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
798,140599,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
5300,49400,15,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
4495,100000,17,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4
2900,76438,15,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
4100,64800,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2399,70791,19,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
2600,189000,17,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 4
2995,36878,19,Petrol,MPV,1.6,Automatic,5.0,5.0,Euro 4
6399,68000,11,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5
2999,84066,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
3850,74000,16,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
3250,62000,18,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
2497,118000,20,Petrol,Saloon,2.4,Automatic,4.0,5.0,Euro 4
3499,36000,19,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
4495,124000,12,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
5500,97000,10,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
3800,104000,19,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 4
3785,106250,17,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4
10799,63000,9,Petrol,Hatchback,1.5,Manual,3.0,5.0,Euro 6
3999,71000,14,Diesel,SUV,1.5,Manual,5.0,7.0,Euro 5
999,111400,18,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2100,132000,19,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4
2395,96195,19,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
3750,78656,18,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
1995,120000,21,Petrol,Hatchback,2.0,Manual,3.0,5.0,Euro 4
1790,72370,19,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
4950,32331,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2495,1110100,22,Petrol,Hatchback,2.0,Automatic,3.0,4.0,Euro 4
4990,114850,10,Petrol,MPV,1.6,Automatic,5.0,5.0,Euro 5
2500,121480,18,Petrol,Hatchback,2.3,Automatic,5.0,5.0,Euro 4
2799,99061,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
5500,62037,11,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
2495,45000,13,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
2495,64269,13,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
2995,39000,11,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
2499,83000,20,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 3
5495,74653,10,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
6740,22116,10,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
4895,106150,18,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
3995,75000,12,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2695,25240,28,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 2
1975,111555,18,Petrol,Hatchback,1.8,Manual,3.0,5.0,Euro 4
5530,58700,8,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2289,120000,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2495,121600,17,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
2889,98000,19,Petrol,Saloon,3.2,Automatic,4.0,5.0,Euro 4
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
2490,77935,17,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
2490,84500,16,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4
4995,87000,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
4450,96866,14,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
5950,140000,14,Petrol Hybrid,Hatchback,1.8,Automatic,5.0,5.0,Euro 5
5699,58000,11,Petrol,Coupe,1.4,Manual,3.0,5.0,Euro 5
5490,59858,13,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5
6599,55000,10,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
5450,75818,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3230,90400,13,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5
1950,93000,13,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
8490,50000,11,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
6295,82147,16,Petrol,Hatchback,1.8,Automatic,3.0,5.0,Euro 4
4690,30000,17,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
2495,113400,18,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
4950,118000,15,Petrol,SUV,3.5,Automatic,5.0,5.0,Euro 4
2249,125000,20,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4
7900,113000,11,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
1975,100570,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2950,79000,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
3495,87738,19,Petrol,SUV,2.0,Manual,5.0,5.0,Euro 4
3889,74100,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
1480,70000,21,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
3995,90000,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
7499,55750,11,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
2999,103310,13,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
13999,115000,12,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 6
5000,93000,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2395,89701,16,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
798,140599,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
3395,92132,15,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
10000,41579,9,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
3000,89321,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1350,126085,22,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
4950,88000,15,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
3990,91000,11,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
3000,67000,27,Petrol,Coupe,3.0,Automatic,2.0,4.0,Euro 2
3495,107504,11,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
4950,104000,15,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
4490,49411,18,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
3995,72000,12,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
7995,51000,11,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
2300,49376,19,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
12000,86000,9,Diesel,Saloon,1.6,Automatic,4.0,5.0,Euro 6
3950,125000,20,Petrol,SUV,4.4,Automatic,5.0,5.0,Euro 3
1949,96000,24,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
7200,71026,13,Diesel,Convertible,2.0,Automatic,2.0,4.0,Euro 5
3495,152544,11,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3675,65000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
8198,27649,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2495,149000,15,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
9198,78691,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
5345,67000,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2695,79732,15,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
4500,113200,10,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 5
4650,67300,11,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
4495,113000,15,Petrol,SUV,1.6,Manual,5.0,7.0,Euro 5
3449,55000,12,Diesel,Hatchback,1.6,Manual,3.0,4.0,Euro 5
4000,51100,11,Diesel,Coupe,1.5,Manual,3.0,5.0,Euro 5
4950,100000,13,Petrol,Estate,1.6,Automatic,5.0,5.0,Euro 5
6490,14700,17,Petrol,Hatchback,1.2,Automatic,3.0,4.0,Euro 6
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
6995,54100,9,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2795,83655,13,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
3550,74000,12,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
3500,78000,10,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6
5700,79910,9,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2950,82471,14,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3295,111695,14,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
4999,56700,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2500,80000,15,Diesel,MPV,1.5,Manual,5.0,5.0,Euro 4
6500,64000,18,Petrol,Convertible,3.0,Automatic,2.0,4.0,Euro 4
999,111400,18,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
2350,77000,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
4195,111535,11,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
7200,71026,13,Diesel,Convertible,2.0,Automatic,2.0,4.0,Euro 5
8995,87000,13,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5
3800,64000,12,Petrol,MPV,1.4,Manual,5.0,5.0,Euro 6
2950,106000,19,Petrol,MPV,3.3,Automatic,5.0,7.0,Euro 3
2500,108000,16,Petrol,Convertible,3.5,Automatic,2.0,4.0,Euro 4
4889,52000,10,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
8495,51878,7,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6
12000,55000,9,Petrol,Coupe,2.0,Automatic,2.0,3.0,Euro 6
2950,79000,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1789,100000,18,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4
7995,89000,10,Petrol,Hatchback,2.0,Automatic,3.0,4.0,Euro 6
7999,37000,9,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
3950,135000,20,Petrol,SUV,4.4,Automatic,5.0,5.0,Euro 3
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
2490,83000,19,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
5995,108000,10,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 5
2399,65700,18,Petrol,Estate,1.6,Manual,5.0,5.0,Euro 4
5000,118000,16,Petrol,Saloon,2.4,Automatic,4.0,5.0,Euro 5
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
4995,132164,16,Petrol,Convertible,3.0,Automatic,2.0,4.0,Euro 4
2300,77230,17,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
1900,126000,15,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 5
6899,70000,9,Petrol,SUV,0.9,Manual,5.0,5.0,Euro 6
3799,56200,11,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
12000,18992,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2995,99000,20,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
5995,86260,11,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1799,126000,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
6495,68000,14,Diesel,MPV,2.0,Automatic,5.0,7.0,Euro 5
3889,140000,14,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
2995,69400,19,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 4
7299,70000,10,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
3975,65000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3295,53000,15,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
7999,43000,7,Petrol,Hatchback,1.1,Manual,5.0,5.0,Euro 6
2490,81645,18,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4
4799,67000,17,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 4
6990,43200,10,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5
1950,93000,13,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2275,85000,16,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
1695,57505,20,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
5995,69856,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2995,90000,16,Petrol,MPV,2.0,Automatic,5.0,5.0,Euro 4
6345,86000,12,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
8450,101000,10,Petrol,Hatchback,2.0,Manual,3.0,4.0,Euro 6
2500,85000,21,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 3
2100,65316,17,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
1950,93000,13,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
3500,110350,16,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 5
1995,81497,16,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
4580,99000,13,Diesel,Estate,2.2,Automatic,5.0,5.0,Euro 5
2475,70000,18,Petrol,Hatchback,1.4,Automatic,3.0,5.0,Euro 4
2495,74765,16,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
3095,37000,22,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 4
2000,108000,22,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 3
6999,69000,10,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
1995,121261,15,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 4
3889,65000,21,Petrol,SUV,3.0,Automatic,5.0,5.0,Euro 3
2799,99061,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2299,156000,17,Diesel,Saloon,2.1,Manual,4.0,5.0,Euro 4
495,97000,14,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 5
2395,130100,24,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
1595,81000,17,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
895,117850,17,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
1000,112153,23,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
1295,107000,17,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
995,144100,18,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
750,161000,26,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 3
1990,120863,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
2995,47988,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
2895,70100,13,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 5
1495,149000,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
1195,75677,17,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
1000,101000,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
1599,57145,28,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 2
1450,135000,15,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4
1695,123000,13,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
750,120000,18,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 4
4489,61000,11,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
795,274100,21,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3
2490,42800,18,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
1595,91000,15,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
3295,93000,18,Petrol,Hatchback,2.8,Manual,5.0,5.0,Euro 4
1995,143222,14,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
1990,120863,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
3500,102000,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1450,113000,19,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 4
2250,82000,19,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
2395,130100,24,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2
2995,79011,18,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
1995,118000,12,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 5
3195,101296,14,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
1500,138000,20,Petrol,SUV,3.2,Automatic,5.0,5.0,Euro 4
2495,59000,16,Petrol,Hatchback,1.5,Manual,3.0,5.0,Euro 4
1895,110000,17,Diesel,Hatchback,1.8,Manual,5.0,5.0,Euro 4
2295,115000,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1995,114000,12,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
2999,67473,15,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 5
2495,144000,13,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2500,136842,11,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
795,274100,21,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3
2995,81224,19,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
10970,91000,6,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
1875,122000,15,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2000,75000,20,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
2600,117000,17,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
3695,65000,14,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5
1550,73000,15,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
